Supplier_ID,Business_Name,Owner_Name,Country,City,Address,Phone,Email,Website,Category,Main_Products,Business_Type,Year_Established,Employees,Annual_Export_Volume_USD,Min_Order_Quantity,Export_Markets,Certifications,Rating,Payment_Terms,Lead_Time_Days
SUP001974,Star AutoTech Group,Karl Mattsson,Sweden,Stockholm,"982 Trade Center, Stockholm, Sweden",+46-3318-54378,karl436@outlook.com,www.starautotechgroup.se,Automotive Parts,"Headlights, Tires, Filters, Engine Components",Sole Proprietor Exporter,2011,137,90565,2424 boxes,"North America, Eastern Europe","FSSAI, OEKO-TEX, ISO 9001",3.7,Cash Against Documents (CAD),66
SUP001975,White Stone Works PLC,Luke Lopez,Ethiopia,Addis Ababa,"539 Industrial Area, Addis Ababa, Ethiopia",+251-3721-78878,export@whitestoneworksplc.et,www.whitestoneworksplc.com,Construction Materials,"Cement, Ceramic Tiles, Steel Bars",Manufacturer,1998,192,1869981,4375 kg,"Western Europe, North America","WRAP Certified, FSSAI",4.6,Telegraphic Transfer (T/T),63
SUP001976,Golden Engineering Works Pty Ltd,Kathy Jimenez,South Africa,Cape Town,"684 Trade Center, Cape Town, South Africa",+27-2589-39425,kathy@outlook.com,www.goldenengineeringwor.com,Machinery & Industrial Equipment,"Air Compressors, Generators, Welding Equipment, CNC Machines",Manufacturer & Exporter,1981,71,34241,3281 tons,"Southeast Asia, South America, South Asia, Western Europe","Organic Certified, HACCP",3.4,Net 60 Days,90
SUP001977,Premium Sports Ltd,Adam Webster,New Zealand,Auckland,"278 Main Road, Auckland, New Zealand",+64-7402-78062,adam@outlook.com,www.premiumsportsltd.co.nz,Sports Goods,"Yoga Mats, Gym Equipment, Footballs, Badminton Rackets",Manufacturer & Exporter,1981,838,4665639,2893 sets,"East Asia, CIS Countries, Eastern Europe, Middle East","Fair Trade Certified, HACCP, OEKO-TEX",4.3,"30% Advance, 70% on Delivery",37
SUP001978,Pharma International Trading Ltd,Luo Liang,Hong Kong,Hong Kong,"552 Export Zone, Hong Kong, Hong Kong",+852-9111-2919,sales@pharmainternationalt.com,www.pharmainternationalt.com,Pharmaceuticals & Healthcare,"Syringes, Surgical Masks, First Aid Kits, Nutritional Supplements, Ayurvedic Products",Manufacturer & Exporter,1982,72,97919526,3204 units,"Western Europe, Middle East","HACCP, GMP Certified, Halal Certified",3.5,100% Advance,77
SUP001979,Gazipur PowerTech Ltd,Adam King,Bangladesh,Chittagong,"157 Export Zone, Chittagong, Bangladesh",+880-90328-71718,contact@gazipurpowertechltd.bd,www.gazipurpowertechltd.bd,Electronics & Electrical,"Mobile Accessories, Home Appliances, LED Lights, Batteries",Wholesaler,2015,184,13957333,1879 sets,"Eastern Europe, South America, CIS Countries","FSSAI, Fair Trade Certified, BRC Certified",3.7,Cash Against Documents (CAD),70
SUP001980,Rome Artisans S.r.l.,Costanzo Renault,Italy,Milan,"424 Trade Center, Milan, Italy",+39-08829-03118,enquiry@romeartisanssrl.com,www.romeartisanssrl.it,Handicrafts & Home Decor,"Bamboo Crafts, Brass Statues, Candle Holders, Wall Hangings, Wicker Baskets",Sole Proprietor Exporter,1982,595,983110,2065 kg,"North America, Middle East, East Asia","CE Certified, WRAP Certified",4.9,Cash Against Documents (CAD),30
SUP001981,Unity Grains Pvt Ltd,Mr. Christopher Moore,Sri Lanka,Galle,"502 Trade Center, Galle, Sri Lanka",+94-4581-43023,mr888@yahoo.com,www.unitygrainspvtltd.lk,Agriculture & Food Products,"Dried Fruits, Cashew Nuts, Sugar, Pulses & Lentils",Wholesaler,2011,4152,64937041,4373 kg,"Eastern Europe, South Asia","Fair Trade Certified, Halal Certified, ISO 22000",5.0,Cash Against Documents (CAD),62
SUP001982,Houston Garments Corp.,Alicia Landry,United States,Chicago,"522 Commercial Street, Chicago, United States",+1-95806-45996,enquiry@houstongarmentscorp.com,www.houstongarmentscorp.com,Textiles & Apparel,"Woolen Sweaters, Baby Clothing, Cotton T-Shirts, Silk Sarees",Manufacturer,2015,171,88990535,162 boxes,"Sub-Saharan Africa, Middle East, North America, Southeast Asia",ISO 14001,3.7,Telegraphic Transfer (T/T),12
SUP001983,Arsenich Cotton Mills PJSC,Mariia Shchors,Ukraine,Lviv,"223 Industrial Area, Lviv, Ukraine",+380-9158-84902,info@arsenichcottonmillsp.com,www.arsenichcottonmillsp.ua,Textiles & Apparel,"Baby Clothing, Knitwear, Denim Jeans, Silk Sarees",Sole Proprietor Exporter,1981,169,7598856,4586 kg,"North Africa, South America","Fair Trade Certified, HACCP",4.8,100% Advance,42
SUP001984,Elite Marine Exports Pvt Ltd,Ms. Kayla Diaz,Pakistan,Lahore,"570 Trade Center, Lahore, Pakistan",+92-65665-48620,contact@elitemarineexportspv.com,www.elitemarineexportspv.pk,Seafood & Marine Products,"Squid, Lobster, Frozen Shrimp",Distributor,2023,43,21572,3332 boxes,"Western Europe, Southeast Asia, South Asia, CIS Countries",OEKO-TEX,4.7,Net 60 Days,13
SUP001985,Packaging Overseas LLC,Frank Chaney,United States,Atlanta,"495 Market Road, Atlanta, United States",+1-70425-19952,frank@hotmail.com,www.packagingoverseasllc.com,Plastics & Packaging,"Bubble Wrap, Plastic Crates, Packaging Films",Manufacturer & Exporter,2001,2510,2900647,868 boxes,"Eastern Europe, North America, Southeast Asia, Sub-Saharan Africa","BRC Certified, CE Certified, RoHS Compliant",4.0,Telegraphic Transfer (T/T),51
SUP001986,Premium PolyPack Trading LLC,Makayla Mills,UAE,Sharjah,"432 Main Road, Sharjah, UAE",+971-3832-80287,makayla@yahoo.com,www.premiumpolypacktradi.ae,Plastics & Packaging,"Packaging Films, Plastic Containers, Plastic Pipes, Foam Packaging, Plastic Crates",Distributor,1990,672,56075212,1450 boxes,"Southeast Asia, Western Europe, North America",FSSAI,3.7,Net 60 Days,29
SUP001987,PowerTech Enterprises S.L.,Itziar Juarez Quintana,Spain,Madrid,"556 Industrial Area, Madrid, Spain",+34-9075-04331,enquiry@powertechenterprises.com,www.powertechenterprises.com,Electronics & Electrical,"LED Lights, Smart Switches, Solar Panels",Sole Proprietor Exporter,2007,51,169998,1746 tons,"Sub-Saharan Africa, North America, South Asia, Middle East","CE Certified, RoHS Compliant, BRC Certified",4.0,Net 30 Days,10
SUP001988,Jeddah Circuits Est.,Thomas Miller,Saudi Arabia,Dammam,"988 Market Road, Dammam, Saudi Arabia",+966-6311-97921,info@jeddahcircuitsest.com,www.jeddahcircuitsest.com,Electronics & Electrical,"Mobile Accessories, Inverters, Home Appliances, Power Cables",Manufacturer,2007,169,70445122,1756 boxes,"Oceania, Eastern Europe","WRAP Certified, RoHS Compliant",3.7,Net 60 Days,63
SUP001989,Medellin Gems Ltda.,Selena Llorens Pedrero,Colombia,Medellin,"167 Trade Center, Medellin, Colombia",+57-57597-48876,selena314@outlook.com,www.medellingemsltda.co,Jewelry & Gemstones,"Diamond Rings, Pearl Necklaces, Gemstone Beads, Anklets",Manufacturer,1985,24,42459,1067 kg,"Oceania, North Africa",CE Certified,3.1,Net 60 Days,87
SUP001990,Paper Products Worldwide Est.,Kathryn Melendez,Saudi Arabia,Jeddah,"404 Industrial Area, Jeddah, Saudi Arabia",+966-1598-85101,kathryn.melendez@yahoo.com,www.paperproductsworldwi.com,Paper & Packaging,"Paper Bags, Tissue Paper, Printing Paper, Notebooks, Cardboard Sheets",Trading Company,1998,45,2223773,4245 boxes,"Oceania, South America, Middle East","ISO 14001, GMP Certified, BRC Certified",3.3,"30% Advance, 70% on Delivery",85
SUP001991,Sacristan Poly Industries S.A.C.,Ulises Gibert,Peru,Arequipa,"808 Market Road, Arequipa, Peru",+51-7664-00720,sales@sacristanpolyindustr.pe,www.sacristanpolyindustr.pe,Plastics & Packaging,"Plastic Pipes, Plastic Containers, Bubble Wrap",Wholesaler,2020,164,435541,944 kg,"North Africa, Oceania, East Asia",RoHS Compliant,3.9,Cash Against Documents (CAD),52
SUP001992,dwngosn Life Sciences Industries,eksmchay twngth`ng,Thailand,Pattaya,"484 Free Zone, Pattaya, Thailand",+66-7977-17593,contact@dwngosnlifesciencesi.com,www.dwngosnlifesciencesi.th,Pharmaceuticals & Healthcare,"Medical Devices, Generic Medicines, Surgical Masks, Syringes, First Aid Kits",Distributor,2006,513,795275,501 pieces,"South America, Sub-Saharan Africa, East Asia, Western Europe",Fair Trade Certified,3.8,Open Account,33
SUP001993,Manole Beverages SRL,Inocentiu Cristea,Romania,Bucharest,"992 Market Road, Bucharest, Romania",+40-4993-52414,export@manolebeveragessrl.com,www.manolebeveragessrl.ro,Beverages,"Fruit Juices, Coffee Concentrates, Bottled Water, Herbal Teas, Soft Drinks",Manufacturer,1994,1041,60025,917 boxes,"Southeast Asia, South Asia, Middle East",ISO 22000,3.4,Open Account,59
SUP001994,Global Games Co S.A.,Nikodem Pazera,Poland,Wroclaw,"986 Export Zone, Wroclaw, Poland",+48-4300-40638,nikodem.pazera@yahoo.com,www.globalgamescosa.com,Toys & Games,"Puzzle Sets, Remote Control Cars, Building Blocks, Board Games, Educational Toys",Wholesaler,1996,2389,1363204,2230 sets,"CIS Countries, Oceania, South America","HACCP, ISO 22000",3.5,Telegraphic Transfer (T/T),8
SUP001995,Industrial Equipment Enterprises Pvt Ltd,Steven Le,Pakistan,Lahore,"251 Market Road, Lahore, Pakistan",+92-83412-70834,info@industrialequipmente.com,www.industrialequipmente.com,Machinery & Industrial Equipment,"Hydraulic Presses, CNC Machines, Industrial Pumps, Generators, Conveyor Belts",Manufacturer,1978,133,509346,4600 tons,"East Asia, Southeast Asia, Eastern Europe","Fair Trade Certified, RoHS Compliant",3.5,Net 30 Days,43
SUP001996,Yuan Teng Toys K.K.,Xiao Lin Ming Mei,Japan,Osaka,"452 Export Zone, Osaka, Japan",+81-31240-13265,sales@yuantengtoyskk.jp,www.yuantengtoyskk.com,Toys & Games,"Remote Control Cars, Soft Toys, Board Games, Building Blocks",Distributor,2009,4866,5049059,3044 sets,"Middle East, Sub-Saharan Africa, Oceania, East Asia",Halal Certified,3.5,Letter of Credit (L/C),10
SUP001997,Prime PlayWorks SARL,Odette Aubert,Morocco,Rabat,"432 Main Road, Rabat, Morocco",+212-9568-51423,enquiry@primeplayworkssarl.ma,www.primeplayworkssarl.ma,Toys & Games,"Board Games, Action Figures, Soft Toys, Building Blocks",Manufacturer,1987,741,48994,620 pieces,"East Asia, South America, North Africa, Eastern Europe",Fair Trade Certified,3.7,Net 60 Days,50
SUP001998,Games Co International Ltd,Peter Neilson,New Zealand,Wellington,"344 Main Road, Wellington, New Zealand",+64-0821-07910,contact@gamescointernational.co.nz,www.gamescointernational.com,Toys & Games,"Educational Toys, Building Blocks, Remote Control Cars",Wholesaler,1977,2378,388213,3646 pieces,"South America, East Asia, North Africa, North America","ISO 22000, OEKO-TEX",4.5,Net 30 Days,12
SUP001999,Unity Marine Exports Co. Ltd,Phuc Tan Dang,Vietnam,Hanoi,"683 Business Park, Hanoi, Vietnam",+84-1782-77105,phuc82@outlook.com,www.unitymarineexportsco.vn,Seafood & Marine Products,"Lobster, Frozen Shrimp, Dried Fish, Fish Meal",Sole Proprietor Exporter,1995,88,632389,1759 kg,"Western Europe, CIS Countries","Halal Certified, FSSAI",3.9,Letter of Credit (L/C),57
SUP002000,Budapest Diamonds Kft.,Feketene Dr. Lukacs Gyongyi,Hungary,Debrecen,"206 Main Road, Debrecen, Hungary",+36-3670-76280,feketene609@yahoo.com,www.budapestdiamondskft.com,Jewelry & Gemstones,"Precious Stones, Anklets, Pearl Necklaces, Gold Jewelry",Manufacturer,1996,13,76839666,892 units,"CIS Countries, Middle East, South Asia",OEKO-TEX,3.1,Open Account,48
SUP002001,Wellington Metals Group,Erin Graham-Clifford,New Zealand,Wellington,"341 Main Road, Wellington, New Zealand",+64-6763-07287,export@wellingtonmetalsgrou.com,www.wellingtonmetalsgrou.com,Metals & Minerals,"Iron Ore, Zinc Alloys, Aluminum Ingots, Copper Wires",Sole Proprietor Exporter,1988,11,43497949,489 tons,"Southeast Asia, Eastern Europe, CIS Countries","GMP Certified, Organic Certified, RoHS Compliant",4.1,Open Account,41
SUP002002,Wade Ornaments Ltd,Emma Hodge,Tanzania,Dar es Salaam,"106 Market Road, Dar es Salaam, Tanzania",+255-6963-30241,enquiry@wadeornamentsltd.com,www.wadeornamentsltd.tz,Jewelry & Gemstones,"Gemstone Beads, Anklets, Diamond Rings, Silver Ornaments",Manufacturer & Exporter,2012,906,90047,3293 tons,"Sub-Saharan Africa, Oceania, Eastern Europe, Western Europe","GMP Certified, BRC Certified",3.7,Telegraphic Transfer (T/T),78
SUP002003,Global Paper Products Group,Else Svendsen-Kristoffersen,Norway,Bergen,"221 Trade Center, Bergen, Norway",+47-6264-0859,info@globalpaperproductsg.com,www.globalpaperproductsg.no,Paper & Packaging,"Tissue Paper, Cardboard Sheets, Corrugated Boxes, Notebooks, Printing Paper",Wholesaler,1998,85,7351579,3437 units,"North Africa, North America, Sub-Saharan Africa","FSSAI, ISO 9001, CE Certified",3.6,Telegraphic Transfer (T/T),62
SUP002004,Busan Fitness Co Corporation,gimdohyeon,South Korea,Incheon,"952 Trade Center, Incheon, South Korea",+82-60502-06515,info@busanfitnesscocorpor.kr,www.busanfitnesscocorpor.kr,Sports Goods,"Sportswear, Boxing Gloves, Footballs, Cricket Bats",Sole Proprietor Exporter,2018,1879,89568768,2034 boxes,"Southeast Asia, South America, Western Europe","Halal Certified, Fair Trade Certified",3.7,Telegraphic Transfer (T/T),81
SUP002005,Hutasoit Poly Industries Group,Nabila Gunawan,Indonesia,Surabaya,"51 Market Road, Surabaya, Indonesia",+62-82117-64399,export@hutasoitpolyindustri.id,www.hutasoitpolyindustri.id,Plastics & Packaging,"Plastic Crates, PET Bottles, Foam Packaging, Plastic Containers, Bubble Wrap",Distributor,2019,49,746927,2902 boxes,"South America, Oceania",Fair Trade Certified,4.5,Open Account,18
SUP002006,Dobre Gems SA,Nadia Popa,Romania,Bucharest,"212 Industrial Area, Bucharest, Romania",+40-5044-83917,nadia814@gmail.com,www.dobregemssa.ro,Jewelry & Gemstones,"Gold Jewelry, Anklets, Precious Stones, Fashion Jewelry, Pearl Necklaces",Distributor,2021,2900,52408494,2075 pieces,"South America, Southeast Asia, Western Europe","BRC Certified, FSSAI, SEDEX",4.2,Net 60 Days,31
SUP002007,Star Heritage Crafts Trading Co,Lisa Mitchell,Kuwait,Kuwait City,"573 Trade Center, Kuwait City, Kuwait",+965-6758-4990,lisa606@hotmail.com,www.starheritagecraftstr.kw,Handicrafts & Home Decor,"Ceramic Pottery, Wooden Furniture, Wall Hangings, Brass Statues",Wholesaler,1989,138,9485454,1564 sets,"East Asia, Eastern Europe, South Asia, North America","CE Certified, FSSAI",3.2,Telegraphic Transfer (T/T),49
SUP002008,Knight Life Sciences Group,Nicholas Kelley,Malaysia,Kuala Lumpur,"188 Commercial Street, Kuala Lumpur, Malaysia",+60-8298-13202,nicholas@yahoo.com,www.knightlifesciencesgr.com,Pharmaceuticals & Healthcare,"First Aid Kits, Generic Medicines, Syringes, Nutritional Supplements",Trading Company,1986,520,333904,1145 boxes,"South America, Sub-Saharan Africa, Western Europe",ISO 9001,3.4,"30% Advance, 70% on Delivery",17
SUP002009,Rogers Drinks Co Group,Tina Young,Australia,Melbourne,"836 Commercial Street, Melbourne, Australia",+61-8668-00156,contact@rogersdrinkscogroup.com.au,www.rogersdrinkscogroup.com,Beverages,"Herbal Teas, Energy Drinks, Wine",Sole Proprietor Exporter,1981,105,49584618,1663 kg,"East Asia, Oceania, South America",RoHS Compliant,4.1,Letter of Credit (L/C),16
SUP002010,Universal Agro Exports,Catherine Santos,Sri Lanka,Colombo,"221 Trade Center, Colombo, Sri Lanka",+94-6573-29460,enquiry@universalagroexports.lk,www.universalagroexports.com,Agriculture & Food Products,"Basmati Rice, Cashew Nuts, Wheat Flour, Edible Oils",Wholesaler,2019,4901,4874948,4085 sets,"Western Europe, East Asia, South Asia, North Africa",CE Certified,3.4,Telegraphic Transfer (T/T),80
SUP002011,Guayaquil Grains S.A.,Manola Jover Caro,Ecuador,Guayaquil,"575 Main Road, Guayaquil, Ecuador",+593-8865-58991,manola307@hotmail.com,www.guayaquilgrainssa.com,Agriculture & Food Products,"Coffee Beans, Honey, Pulses & Lentils, Sugar",Sole Proprietor Exporter,1997,3324,92134650,4598 boxes,"South America, Sub-Saharan Africa, East Asia, South Asia","HACCP, ISO 9001, Fair Trade Certified",3.8,"30% Advance, 70% on Delivery",11
SUP002012,MachineTech International Co. Ltd,Tang Liang,Hong Kong,Hong Kong,"986 Commercial Street, Hong Kong, Hong Kong",+852-0555-0834,tang@outlook.com,www.machinetechinternati.hk,Machinery & Industrial Equipment,"Generators, Conveyor Belts, Hydraulic Presses, Welding Equipment",Trading Company,2010,531,81339913,53 boxes,"Sub-Saharan Africa, Oceania, Eastern Europe, Western Europe","Fair Trade Certified, HACCP",3.3,Telegraphic Transfer (T/T),71
SUP002013,Durmus Gems A.S.,Ogr. Hamiyet Mahigul Turk Ulker,Turkey,Istanbul,"356 Industrial Area, Istanbul, Turkey",+90-95256-30800,ogr@gmail.com,www.durmusgemsas.tr,Jewelry & Gemstones,"Precious Stones, Gemstone Beads, Pearl Necklaces",Distributor,1992,12,957560,604 pieces,"South Asia, Oceania, Southeast Asia","GMP Certified, Organic Certified, WRAP Certified",4.1,Open Account,90
SUP002014,Jackson Drinks Co Trading Co,Daniel Kennedy,Kuwait,Kuwait City,"399 Main Road, Kuwait City, Kuwait",+965-1863-4555,daniel13@hotmail.com,www.jacksondrinkscotradi.com,Beverages,"Bottled Water, Soft Drinks, Energy Drinks",Sole Proprietor Exporter,2006,37,89385425,4642 units,"Middle East, North America, South Asia","CE Certified, OEKO-TEX",3.2,Open Account,59
SUP002015,Kuwait City Crafts Trading Co,Steven Camacho,Kuwait,Kuwait City,"730 Trade Center, Kuwait City, Kuwait",+965-3220-8127,steven320@outlook.com,www.kuwaitcitycraftstrad.com,Handicrafts & Home Decor,"Wooden Furniture, Ceramic Pottery, Bamboo Crafts, Stone Carvings",Wholesaler,1978,295,916954,1822 kg,"Western Europe, Eastern Europe, North Africa",SEDEX,5.0,Net 60 Days,55
SUP002016,Wellington Building Materials Ltd,Rachael Drake,New Zealand,Wellington,"82 Free Zone, Wellington, New Zealand",+64-9880-49198,rachael@gmail.com,www.wellingtonbuildingma.com,Construction Materials,"Cement, Roofing Sheets, Steel Bars, Bricks",Manufacturer,1998,3957,8558101,1836 sets,"Eastern Europe, Southeast Asia",BRC Certified,4.3,Net 60 Days,65
SUP002017,Hess Crafts LLC,Christopher Lamb,Kuwait,Kuwait City,"275 Free Zone, Kuwait City, Kuwait",+965-4285-9525,enquiry@hesscraftsllc.com,www.hesscraftsllc.kw,Handicrafts & Home Decor,"Wooden Furniture, Decorative Mirrors, Candle Holders, Bamboo Crafts",Manufacturer & Exporter,1983,49,6836939,1909 pieces,"Middle East, Oceania, Western Europe, North America",FSSAI,4.3,"30% Advance, 70% on Delivery",29
SUP002018,Golden Minerals Cia. Ltda.,Juan Jose Rueda-Malo,Ecuador,Quito,"967 Commercial Street, Quito, Ecuador",+593-5930-50699,juan.jose@yahoo.com,www.goldenmineralscialtd.ec,Metals & Minerals,"Aluminum Ingots, Iron Ore, Steel Sheets, Copper Wires",Manufacturer & Exporter,2006,809,8878720,161 units,"Western Europe, South Asia","OEKO-TEX, Organic Certified, WRAP Certified",4.5,Telegraphic Transfer (T/T),78
SUP002019,Industries Worldwide Inc.,Nathan Shelton,Canada,Vancouver,"890 Trade Center, Vancouver, Canada",+1-10517-75786,export@industriesworldwidei.ca,www.industriesworldwidei.com,Chemicals & Petrochemicals,"Fertilizers, Adhesives, Textile Dyes, Plastic Resins, Industrial Chemicals",Sole Proprietor Exporter,2018,165,71605,688 boxes,"Oceania, Middle East",HACCP,4.8,Net 30 Days,26
SUP002020,Personal Care Overseas S.A.,Jedrzej Kosman,Poland,Warsaw,"457 Industrial Area, Warsaw, Poland",+48-3323-16495,enquiry@personalcareoverseas.pl,www.personalcareoverseas.pl,Cosmetics & Personal Care,"Haircare Products, Skincare Products, Cosmetic Kits",Distributor,1977,25,49027215,336 units,"Oceania, Eastern Europe, South America, Sub-Saharan Africa","OEKO-TEX, RoHS Compliant, BRC Certified",3.1,Cash Against Documents (CAD),70
SUP002021,Lima Leather Works S.R.L.,Nicanor Heredia Esteban,Peru,Arequipa,"875 Export Zone, Arequipa, Peru",+51-9681-46910,contact@limaleatherworkssrl.com,www.limaleatherworkssrl.pe,Leather Goods,"Leather Upholstery, Leather Gloves, Wallets",Sole Proprietor Exporter,1984,102,330531,2112 sets,"Eastern Europe, South America",HACCP,3.6,Letter of Credit (L/C),78
